"year","phy_PC1","phy_PC2","phy_PC3","zoo_PC1","zoo_PC2","zoo_PC3","phe_PC1","phe_PC2","phe_PC3"
1999,-1.22735664565554,0.675817770812101,-1.17590342114437,-4.48189351100224,0.457350472439995,-0.0604774566469754,-1.36429592308122,1.6897912957348,2.8618317947591
2000,0.959718784404385,2.98099915882737,-0.184803998110785,-3.47829139109932,0.117532311330865,1.05231298337176,0.323150980492238,0.807605537614611,1.30779281626534
2001,0.398801709509128,-0.382989652744224,0.556625886754935,-2.40770223076334,0.940605174788286,0.676405250694099,0.615493861551086,0.569690607208981,-1.1959384938258
2002,1.97921509287229,-2.1981166449743,1.81616821662449,-0.0620686475455451,0.74746699958138,0.0665531688738594,1.88801183217556,-0.327327267900088,0.0472701259674085
2003,0.63244969475572,-0.275861023082738,-0.267330158419084,0.684751829685972,1.55413405418697,-0.889875784898588,1.47455296915796,-0.102623100073239,0.0214533027045554
2004,-1.74142269716883,-2.27859884008399,-0.137013009413331,0.723880926076072,1.39708935147298,-1.79478893905196,0.0789417336463472,0.643919272527135,0.314380637419008
2005,-1.70098790972092,-0.268191937642861,-1.18941282452139,0.147583549904493,-0.0939544549592737,-1.35339696750355,-1.45579341670578,-0.0058966378173012,1.08846580667106
2006,-5.26181126000343,3.57412624294991,3.43755512411758,-0.166572104548184,0.0499269982860838,-0.986655242567231,-2.87846247112249,-0.552241724696507,-0.472320015434549
2007,0.31856801019006,-1.78178377678154,0.0171034369604871,0.0487749282252332,0.44113074722212,-0.78934215830054,1.23159205577959,1.87538939598524,-2.38941856000769
2008,-0.112308327166029,1.40683575552418,-0.0812653339502946,-0.0437178458820724,-0.0595653938307323,-0.467335013507234,0.953477262689054,-0.387307287740845,0.656963225401641
2009,3.5562492053152,-0.125947189733693,1.09370136106925,1.58217677558038,-1.39270154565056,0.146755219187966,2.30643310296987,0.530289986158885,-0.807024027572571
2010,-1.84577932171233,-2.93885310960206,-0.708973053852899,1.72593367575904,-0.843694689797338,0.306946606789362,-2.01689795855822,0.651624457256753,-1.34579436139738
2011,-2.416245106956,-3.78105873603781,-0.662782918391467,-0.423992058930005,-2.47034880740255,0.168457768454773,-2.2049462660812,-0.560584678137451,-1.25929814431486
2012,-2.05692972994811,2.43789384639885,-2.15404867318999,-0.172295285033469,-1.98686737137656,-0.392144457746496,-1.33590673417055,0.0326735825764201,-0.164300424501108
2013,-0.274815111263159,0.0495168928140672,0.26141794113581,1.23351533859736,0.082484925022106,0.763064037929023,-2.04589287048477,-1.22824032575162,-0.10978435549718
2014,2.82579172173944,3.49790711091801,-1.84048698984862,0.869081501372687,-0.450490236133808,1.43431432170385,0.968478343619066,-0.7659116465969,1.72762685763291
2015,4.09592655064166,-0.048353701321311,1.19503199003339,1.88955952468591,0.4528386867799,1.41986697457937,1.4563384702846,-2.10648576509258,0.0674481858624968
2016,1.87093534016645,-0.543342166239956,0.0244164241462904,2.33127502491703,1.05706277804014,0.699339688638526,1.92356129576045,-0.503868899657501,0.354404633899762
