"parameter","section","year","anomaly"
"nit0_50","SI",2011,-0.122019236253751
"nit0_50","SI",2012,-0.400032098842417
"nit0_50","SI",2013,-1.78105646756419
"nit0_50","SI",2014,-1.04515305705792
"nit0_50","SI",2015,0.461455459732904
"nit0_50","SI",2016,0.560651303377179
"nit0_50","SI",2017,-1.21881489181408
"nit0_50","SI",2018,-0.00325780874849649
"nit0_50","SI",2019,0.75359974917905
"nit0_50","BB",1999,-0.971297771431821
"nit0_50","BB",2000,-0.46489164988816
"nit0_50","BB",2001,-0.170747542577054
"nit0_50","BB",2002,1.35983368212911
"nit0_50","BB",2003,1.45881725143821
"nit0_50","BB",2004,0.469623991697167
"nit0_50","BB",2005,-0.274540861125588
"nit0_50","BB",2006,-1.96684126788534
"nit0_50","BB",2007,1.13427907016163
"nit0_50","BB",2008,-0.222193865244747
"nit0_50","BB",2009,0.0641231523106204
"nit0_50","BB",2010,-1.83897825090134
"nit0_50","BB",2011,0.369159023075324
"nit0_50","BB",2012,-0.360266624813666
"nit0_50","BB",2013,-0.340691460526737
"nit0_50","BB",2014,0.762773399367617
"nit0_50","BB",2015,0.99183972421478
"nit0_50","BB",2016,0.0694859087511566
"nit0_50","BB",2017,0.141478942810059
"nit0_50","BB",2018,0.987971353108221
"nit0_50","BB",2019,0.507557087925918
"nit0_50","FC",1999,-1.20109261194875
"nit0_50","FC",2000,-1.97120690758371
"nit0_50","FC",2001,0.402981770213397
"nit0_50","FC",2002,0.973658412314779
"nit0_50","FC",2003,1.37267365954675
"nit0_50","FC",2004,1.0966475006619
"nit0_50","FC",2005,-0.0715342694948908
"nit0_50","FC",2006,0.257951041615942
"nit0_50","FC",2007,0.801667176145987
"nit0_50","FC",2008,-1.0982858853674
"nit0_50","FC",2009,-0.410791308841036
"nit0_50","FC",2010,-0.32979788220605
"nit0_50","FC",2011,1.21667632201589
"nit0_50","FC",2012,-0.791165658412207
"nit0_50","FC",2013,-0.723376660126257
"nit0_50","FC",2014,-0.638300135304194
"nit0_50","FC",2015,1.11329543676986
"nit0_50","FC",2016,-1.57363184368094
"nit0_50","FC",2017,1.00466503563108
"nit0_50","FC",2018,-1.00808297414387
"nit0_50","FC",2019,-0.751875187106856
"nit0_50","SEGB",1999,-0.0955319217403015
"nit0_50","SEGB",2000,-0.405045837671101
"nit0_50","SEGB",2001,-0.26863160477489
"nit0_50","SEGB",2002,0.636381203198932
"nit0_50","SEGB",2003,1.83775772916382
"nit0_50","SEGB",2004,1.22815633513038
"nit0_50","SEGB",2005,-0.106792197959844
"nit0_50","SEGB",2006,-1.12833767840124
"nit0_50","SEGB",2007,1.23890422995712
"nit0_50","SEGB",2008,-0.236505738224827
"nit0_50","SEGB",2009,-1.14979057114157
"nit0_50","SEGB",2010,-2.09122290034384
"nit0_50","SEGB",2011,0.0240085789150252
"nit0_50","SEGB",2012,0.587371500868837
"nit0_50","SEGB",2013,-1.03808557784664
"nit0_50","SEGB",2014,0.51718611266568
"nit0_50","SEGB",2015,0.45017833820445
"nit0_50","SEGB",2016,-1.52395581118289
"nit0_50","SEGB",2017,3.12388830448413
"nit0_50","SEGB",2018,-0.694086480463848
"nit0_50","SEGB",2019,-0.567149953378919
"nit0_50","S27",1999,0.483363688395976
"nit0_50","S27",2000,0.599603583118912
"nit0_50","S27",2001,0.339962921562773
"nit0_50","S27",2002,0.207924554990926
"nit0_50","S27",2003,0.841085448941046
"nit0_50","S27",2004,1.18955940914866
"nit0_50","S27",2005,1.15885617058058
"nit0_50","S27",2006,0.180308827455417
"nit0_50","S27",2007,0.536638176817359
"nit0_50","S27",2008,0.959465870184446
"nit0_50","S27",2009,0.0201312174223943
"nit0_50","S27",2010,-1.7126871941835
"nit0_50","S27",2011,-0.533496836733401
"nit0_50","S27",2012,-1.68726598659659
"nit0_50","S27",2013,-0.545597469360061
"nit0_50","S27",2014,-2.04417038955982
"nit0_50","S27",2015,0.00631800781487788
"nit0_50","S27",2016,0.736645983195026
"nit0_50","S27",2017,0.0451664765537752
"nit0_50","S27",2018,-1.23625457376762
"nit0_50","S27",2019,-1.02986913061962
"nit50_150","SI",1999,-2.59915461915639
"nit50_150","SI",2000,0.622314034742663
"nit50_150","SI",2001,-0.266971141972754
"nit50_150","SI",2002,0.431099964639878
"nit50_150","SI",2004,0.542289349550923
"nit50_150","SI",2005,1.16389653936564
"nit50_150","SI",2006,1.06710290229334
"nit50_150","SI",2007,1.19630147259015
"nit50_150","SI",2008,-0.538435591300952
"nit50_150","SI",2009,0.477782226126564
"nit50_150","SI",2010,-0.470620693347418
"nit50_150","SI",2011,0.217634123942811
"nit50_150","SI",2012,-0.414211524855799
"nit50_150","SI",2013,-1.40226353943146
"nit50_150","SI",2014,-0.490933567079002
"nit50_150","SI",2015,0.464170063891803
"nit50_150","SI",2016,1.07858442662302
"nit50_150","SI",2017,-0.657504768643923
"nit50_150","SI",2018,-0.341216327653623
"nit50_150","SI",2019,1.2481442231563
"nit50_150","BB",1999,-2.90101034048817
"nit50_150","BB",2000,0.788036102103236
"nit50_150","BB",2001,-0.272033424414141
"nit50_150","BB",2002,0.408519257249593
"nit50_150","BB",2003,0.896665478361858
"nit50_150","BB",2004,0.649809563866584
"nit50_150","BB",2005,0.501798861365201
"nit50_150","BB",2006,0.817351374951308
"nit50_150","BB",2007,1.0827439337159
"nit50_150","BB",2008,0.409889152633322
"nit50_150","BB",2009,0.0731515571479464
"nit50_150","BB",2010,-0.419257093620523
"nit50_150","BB",2011,-0.130072087925493
"nit50_150","BB",2012,-0.36452154725535
"nit50_150","BB",2013,-0.385967128041144
"nit50_150","BB",2014,-1.59949907769622
"nit50_150","BB",2015,0.444395418046116
"nit50_150","BB",2016,0.676795763286584
"nit50_150","BB",2017,0.340338689209781
"nit50_150","BB",2018,0.207134194227975
"nit50_150","BB",2019,0.615513783812225
"nit50_150","FC",1999,-1.7645131741311
"nit50_150","FC",2000,0.752155449038931
"nit50_150","FC",2001,0.416556623524239
"nit50_150","FC",2002,0.368863470454773
"nit50_150","FC",2003,0.94151920984479
"nit50_150","FC",2004,0.47460743282972
"nit50_150","FC",2005,0.729405057611316
"nit50_150","FC",2006,1.203817012072
"nit50_150","FC",2007,0.768895387803144
"nit50_150","FC",2008,0.389923271873524
"nit50_150","FC",2009,0.452084066074658
"nit50_150","FC",2010,-1.24918957590078
"nit50_150","FC",2011,0.572092638187991
"nit50_150","FC",2012,-1.91478895863762
"nit50_150","FC",2013,-0.234432248422796
"nit50_150","FC",2014,-1.47464160182372
"nit50_150","FC",2015,-0.43235406039909
"nit50_150","FC",2016,0.64800884914642
"nit50_150","FC",2017,0.579480343617757
"nit50_150","FC",2018,-0.423530420508241
"nit50_150","FC",2019,0.794691855845803
"nit50_150","SEGB",1999,-0.129866443539978
"nit50_150","SEGB",2000,-0.182570487647432
"nit50_150","SEGB",2001,-1.05552686348245
"nit50_150","SEGB",2002,1.12418655945029
"nit50_150","SEGB",2003,0.921603312388403
"nit50_150","SEGB",2004,1.59313006067997
"nit50_150","SEGB",2005,1.06215889142552
"nit50_150","SEGB",2006,0.77253583773038
"nit50_150","SEGB",2007,0.986147255439467
"nit50_150","SEGB",2008,0.108664998952035
"nit50_150","SEGB",2009,-0.894878210031473
"nit50_150","SEGB",2010,-1.37146645729976
"nit50_150","SEGB",2011,0.220578660942096
"nit50_150","SEGB",2012,0.363746343311091
"nit50_150","SEGB",2013,-1.58085135510298
"nit50_150","SEGB",2014,-1.31248957588369
"nit50_150","SEGB",2015,-0.625102527331466
"nit50_150","SEGB",2016,-0.132604797289444
"nit50_150","SEGB",2017,1.69189123287367
"nit50_150","SEGB",2018,-1.98661114941004
"nit50_150","SEGB",2019,0.231264731603728
"nit50_150","S27",1999,0.617348748174508
"nit50_150","S27",2000,0.26008883495603
"nit50_150","S27",2001,0.367077908504442
"nit50_150","S27",2002,0.543737401601116
"nit50_150","S27",2003,0.251330829585675
"nit50_150","S27",2004,0.323912611619847
"nit50_150","S27",2005,0.492979474166328
"nit50_150","S27",2006,0.302780647185124
"nit50_150","S27",2007,0.817408291211857
"nit50_150","S27",2008,0.778378954956065
"nit50_150","S27",2009,0.250160891392318
"nit50_150","S27",2010,-0.395047427262004
"nit50_150","S27",2011,0.502134672654621
"nit50_150","S27",2012,-0.50967843038649
"nit50_150","S27",2013,-3.17969305082363
"nit50_150","S27",2014,-1.57478597631127
"nit50_150","S27",2015,0.15186561877546
"nit50_150","S27",2016,0.640495019195146
"nit50_150","S27",2017,0.0429985600067082
"nit50_150","S27",2018,-0.0614953062386901
"nit50_150","S27",2019,-0.962503673068936
