bin,sst
20950547,1.81410
20950548,1.41863
20950549,1.35943
20950550,1.44751
20950551,1.53795
20950552,1.44167
20950553,1.31868
20950554,1.33960
20950555,1.19211
20950556,1.20299
20950557,1.34196
20950558,1.53602
20950559,1.42732
20950560,1.58944
20950561,1.70676
20950562,1.74569
20950563,1.89792
20950564,2.10103
20950565,2.14481
20950566,2.42486
20950567,2.20177
20950568,2.97476
20950569,2.56235
20950570,2.41500
20950571,2.63239
20950572,2.75195
20950573,2.73821
20950574,2.83295
20950575,3.12914
20950576,3.27908
20950577,3.54439
20950578,3.30716
20950579,3.84750
20950580,3.37274
20950581,3.50083
20950594,3.91000
20950595,1.08167
20950596,1.05450
20950597,0.98393
20950598,1.64435
20950599,4.61000
20950610,0.29667
20950611,0.98790
20950612,1.29448
20950613,1.62325
20950614,1.65774
20950615,1.81523
20950616,1.74832
20950617,1.81490
20950618,1.78125
20950619,1.74152
20950620,2.10309
20950621,1.80793
20950622,1.91269
20950623,1.92934
20950624,1.85396
20950625,2.19835
20950626,2.52560
20950627,2.20354
20950628,1.74107
20950629,2.05878
20950630,1.72663
20950631,1.22074
20950632,1.23984
20950633,1.49583
20950634,1.60422
20950635,1.51328
20950636,1.65506
20950637,1.64482
20950638,2.06180
20950639,2.11425
20950640,1.98205
20950641,1.61057
20950642,1.81052
20950643,1.74212
20950644,1.80949
20950645,1.84731
20950646,1.66870
20950647,1.31188
20950648,1.22694
20950649,1.27237
20950650,1.06121
20950651,1.00902
20950652,1.03787
20950653,1.10843
20950654,0.99622
20950655,1.26114
20950656,1.44489
20950657,1.72982
20950658,1.86411
20950659,1.55994
20950660,1.04459
20950661,0.97872
20950662,1.09873
20950663,1.14707
20950664,0.98760
20950665,0.90584
20950666,1.15772
20950667,1.41311
20950668,0.80658
20950669,0.91556
20950670,0.79408
20950671,0.86441
20950672,1.41429
20950673,1.23679
20950674,0.96917
20950675,1.32676
20950676,1.38855
20950677,1.27396
20950678,0.97387
20950679,1.07524
20950680,1.51232
20950681,1.21479
20950682,1.06438
20950683,1.07885
20950684,1.03211
20950685,1.05937
20950686,1.01271
20950687,0.86985
20950688,0.92864
20950689,0.90384
20950690,0.86548
20950691,0.94332
20950692,0.97670
20950693,0.86597
20950694,0.75042
20950695,0.81506
20950696,0.89311
20950697,1.03175
20950698,1.06977
20950699,1.19480
20950700,0.98988
20950701,1.35432
20950702,1.27499
20950703,1.19196
20950704,1.08594
20950705,1.26490
20950706,1.41055
20950707,1.44063
20950708,1.54621
20950709,1.73809
20950710,1.87547
20950711,1.92107
20950712,2.04592
20950713,2.21727
20950714,2.12163
20950715,2.28383
20950716,2.59248
20950717,2.86418
20950718,2.39704
20950719,2.51521
20950720,2.88116
20950721,2.82709
20950722,3.01910
20950723,2.91456
20950724,3.04376
20950725,3.36805
20950726,3.28105
20950727,3.53820
20950728,3.62422
20950729,3.86875
20950730,3.44862
20950731,3.81500
20950732,4.04556
20950733,3.85517
20950734,4.03156
20950735,4.04701
20950736,4.00539
20950737,3.91909
20950738,4.06400
20950739,5.09562
20950740,5.04333
20950741,4.69623
20950742,4.83830
20950743,5.33000
20950744,4.79000
20950745,3.96000
20950746,2.89376
20950747,3.29900
20950748,5.74333
20950749,5.32333
20950750,5.68165
20950751,5.64625
20950752,5.56531
20950753,5.54000
20950754,5.77875
20950755,3.53006
20950756,3.65939
20950757,6.13500
20950758,4.81646
20950759,3.91954
20950760,3.86440
20950761,3.48777
20950762,3.79751
20950763,4.35219
20950764,5.62500
20950765,4.41087
20950766,4.84500
20950767,4.06608
20950768,5.01080
20950769,5.41500
20950770,6.57875
20950771,6.85200
20950772,6.48875
20950773,6.43467
20950774,6.71346
20950775,7.09177
20950776,7.19667
20950777,7.21944
20950778,7.13600
20950779,5.37388
20950780,7.62250
20950781,5.05993
20950782,2.97500
20950783,4.83000
20950784,6.38260
20950785,6.03367
20950786,7.99000
20950787,7.75000
20950788,3.65250
20950789,8.21000
20950790,6.65500
20950791,6.79000
20950792,3.13500
20950794,7.30974
20950795,7.16138
20950796,8.53500
20950797,8.58500
20950798,8.89978
20950799,9.21750
20950800,5.51000
20950801,7.36971
20950802,8.03875
20950803,9.18646
20950804,7.32900
20950805,7.44000
20950807,5.13500
20950808,7.46000
20950809,7.84234
20950810,5.57000
20950811,10.23000
20950813,4.21250
20950814,4.96125
20950815,7.03500
20950816,5.77116
20950817,5.68500
20950818,7.12496
20950819,9.73750
20950820,9.61000
20950821,10.68125
20950822,10.90750
20950823,9.69978
20950824,9.13968
20950826,8.75000
20955607,-1.01500
20955608,-1.66077
20955609,-1.50944
20955677,-0.32102
20955678,0.36580
20955679,0.49485
20955680,-0.12615
20955681,-0.12637
20955682,0.02114
20955683,0.16348
20955684,0.05442
20955685,0.30282
20955686,0.26043
20955687,0.22673
20955688,0.35197
20955689,0.06735
20955690,-0.05000
20955965,0.18883
20955966,-1.85000
20955981,-1.62541
20955982,-1.67437
20955983,-1.50230
20955985,-0.27897
20955986,0.15084
20956014,-1.29311
20956015,0.31761
20956016,0.53336
20956017,0.56027
20956018,0.64162
20956019,0.68609
20956020,0.76861
20956021,0.93719
20956022,1.01726
20956023,1.01676
20956024,1.20397
20956025,1.24515
20956026,1.50440
20956027,1.56080
20956028,1.37701
20956029,1.43348
20956030,1.24945
20956031,1.11223
20956032,1.30610
20956033,1.13610
20956034,1.10416
20956035,1.08440
20956036,1.03758
20956037,0.90975
20956038,0.92286
20956039,0.92748
20956040,1.01092
20956041,1.11270
20956042,0.98927
20956043,0.99352
20956044,1.01784
20956045,1.00867
20956046,0.91490
20956047,0.73766
20956048,1.28814
20956049,1.43057
20956050,1.50389
20956051,1.38461
20956052,1.37837
20956053,1.50471
20956054,1.52898
20956055,1.15662
20956056,0.74250
20956057,-0.10024
20956058,-1.03750
20956072,1.47000
20956073,1.91261
20956074,1.44709
20956075,1.37139
20956076,1.37550
20956077,1.49247
20956078,1.41433
20956079,1.55790
20956080,1.44212
20956081,1.49307
20956082,1.47892
20956083,1.79642
20956084,2.02549
20956085,1.80525
20956086,2.07578
20956087,2.06090
20956088,1.77627
20956089,1.68900
20956090,1.76343
20956091,1.75572
20956092,1.38423
20956093,1.17160
20956094,0.89337
20956095,0.98577
20956096,1.09906
20956097,1.12279
20956098,0.98548
20956099,0.90231
20956100,1.08628
20956101,1.21913
20956102,1.17230
20956103,1.35719
20956104,1.38326
20956105,1.30924
20956106,1.38009
20956107,1.32089
20956108,1.19146
20956109,1.10822
20956110,1.26835
20956111,1.17257
20956112,1.19771
20956113,1.18197
20956114,1.19355
20956115,1.16625
20956116,1.13858
20956117,1.28471
20956118,1.32435
20956119,1.40337
20956120,1.44153
20956121,1.44623
20956122,1.44900
20956123,1.45777
20956124,1.44140
20956125,1.44227
20956126,1.44795
20956127,1.45245
20956128,1.42551
20956129,1.37964
20956130,1.45640
20956131,1.54779
20956132,1.57932
20956133,1.54906
20956134,1.22211
20956135,1.20093
20956136,1.42026
20956137,1.57285
20956138,1.51085
20956139,1.68856
20956140,1.70893
20956141,1.88000
20956142,2.05414
20956143,2.12888
20956144,2.54015
20956145,2.47681
20956146,2.65639
20956147,4.02916
20956148,3.30254
20956149,2.82014
20956150,3.13099
20956151,2.98930
20956152,3.21087
20956153,3.12922
20956154,3.26580
20956155,3.14424
20956156,3.83200
20956157,3.86286
20956158,3.80617
20956159,4.07000
20956160,0.18162
20956161,4.14000
20956174,4.63000
20956175,1.23343
20956176,1.27932
20956177,1.73289
20956178,-1.38250
20956189,1.03500
20956190,1.59986
20956191,1.33609
20956192,1.43556
20956193,1.59816
20956194,1.60191
20956195,1.64506
20956196,1.88666
20956197,1.88484
20956198,1.69197
20956199,1.22192
20956200,1.69532
20956201,2.66630
20956202,1.86865
20956203,1.84694
20956204,2.37424
20956205,2.43832
20956206,1.68786
20956207,0.94090
20956208,1.80340
20956209,1.62962
20956210,1.19513
20956211,1.53463
20956212,1.43812
20956213,1.16572
20956214,1.23240
20956215,1.73488
20956216,1.66039
20956217,2.08154
20956218,2.26766
20956219,2.04503
20956220,1.78352
20956221,1.53136
20956222,1.59430
20956223,1.69154
20956224,1.42724
20956225,1.27654
20956226,1.21683
20956227,1.18198
20956228,0.95467
20956229,0.97187
20956230,0.94560
20956231,0.95518
20956232,1.14178
20956233,1.20358
20956234,1.34339
20956235,1.74442
20956236,2.03738
20956237,1.81163
20956238,1.69108
20956239,1.16965
20956240,0.92758
20956241,0.86857
20956242,0.93508
20956243,0.86267
20956244,0.75414
20956245,1.04900
20956246,0.91544
20956247,0.70444
20956248,0.97736
20956249,1.13215
20956250,1.14839
20956251,1.35259
20956252,1.18322
20956253,1.23517
20956254,1.54296
20956255,1.53565
20956256,0.92161
20956257,1.25321
20956258,1.24649
20956259,1.24152
20956260,1.11971
20956261,1.12622
20956262,1.04745
20956263,0.97611
20956264,0.91385
20956265,0.94451
20956266,0.87220
20956267,0.81721
20956268,0.85358
20956269,0.80542
20956270,0.76686
20956271,0.96632
20956272,0.80959
20956273,0.82248
20956274,0.70468
20956275,0.92748
20956276,1.09701
20956277,1.37045
20956278,1.20165
20956279,1.36622
20956280,1.44809
20956281,1.34608
20956282,1.20728
20956283,1.70197
20956284,1.63123
20956285,1.70572
20956286,1.53604
20956287,1.68792
20956288,1.95628
20956289,2.03601
20956290,2.01457
20956291,2.19762
20956292,2.34369
20956293,2.40303
20956294,2.47857
20956295,2.63201
20956296,2.72360
20956297,2.56950
20956298,2.45922
20956299,2.62925
20956300,2.88567
20956301,2.91141
20956302,3.37447
20956303,3.21929
20956304,3.31815
20956305,3.63396
20956306,3.66356
20956307,3.57530
20956308,3.83625
20956309,3.90941
20956310,3.97844
20956311,4.11125
20956312,4.05583
20956313,4.03921
20956314,3.47732
20956315,3.97429
20956316,4.11900
20956317,5.07667
20956318,5.24750
20956319,5.10837
20956320,5.33545
20956321,5.49056
20956322,5.10539
20956323,2.71038
20956324,4.77000
20956325,3.65808
20956326,2.90500
20956327,5.68250
20956328,2.97029
20956329,5.77000
20956330,5.55585
20956331,5.25214
20956332,5.74064
20956333,3.14382
20956334,4.46803
20956335,6.55500
20956336,4.16280
20956337,4.12566
20956338,3.17667
20956339,3.86318
20956340,3.84762
20956341,6.23500
20956342,3.91667
20956343,4.54882
20956344,4.31265
20956345,3.59929
20956346,4.91500
20956347,4.18779
20956348,5.40000
20956349,6.74924
20956350,6.16364
20956351,6.06778
20956352,6.46250
20956353,7.33429
20956354,7.31083
20956355,6.96875
20956356,7.16750
20956357,7.57000
20956358,5.51000
20956359,4.35188
20956360,4.50188
20956361,6.24636
20956363,7.93500
20956364,7.99860
20956365,8.19000
20956366,4.06239
20956367,7.23750
20956368,6.91357
20956369,7.02500
20956370,5.33334
20956371,3.82250
20956372,5.47000
20956373,7.82750
20956374,10.13000
20956375,4.82500
20956376,9.24500
20956377,9.19363
20956378,7.54889
20956379,7.03926
20956380,7.45000
20956381,7.57854
20956382,7.74000
20956383,10.14000
20956384,7.11917
20956385,6.52656
20956386,5.71500
20956387,5.37939
20956388,6.25167
20956389,6.81375
20956390,10.04500
20956391,9.83167
20956392,6.89500
20956394,7.32600
20956395,7.46167
20956396,5.15048
20956397,7.65000
20956398,9.65500
20956399,9.92000
20956400,7.79500
20956401,7.59333
20956402,7.72000
20956403,7.45500
20961164,-1.95500
20961182,-1.12250
20961183,-1.04500
20961216,-1.83667
20961217,-1.86828
20961250,-0.79250
20961251,-0.22451
20961252,-0.07230
20961253,-0.02761
20961254,-0.34488
20961256,0.25600
20961257,0.26875
20961258,0.04476
20961259,0.23426
20961260,0.10796
20961261,0.18615
20961262,0.34262
20961263,0.25906
20961264,-0.37417
20961538,-0.03213
20961539,-0.13583
20961555,-1.52000
20961557,-1.62375
20961559,-0.23792
20961560,-0.64665
20961589,-1.74138
20961590,0.66470
20961591,0.49237
20961592,0.51736
20961593,0.65430
20961594,0.77381
20961595,0.99531
20961596,0.90403
20961597,0.96847
20961598,1.02804
20961599,0.99046
20961600,1.26823
20961601,1.20822
20961602,1.27951
20961603,1.10018
20961604,1.32961
20961605,1.27869
20961606,1.17540
20961607,1.06984
20961608,0.99760
20961609,1.29080
20961610,1.13738
20961611,1.09024
20961612,0.85435
20961613,1.05879
20961614,1.23929
20961615,1.23248
20961616,1.10331
20961617,1.21072
20961618,0.97393
20961619,1.39460
20961620,1.30329
20961621,1.26803
20961622,1.26826
20961623,1.23206
20961624,1.08909
20961625,1.22335
20961626,1.27805
20961627,1.25899
20961628,1.35106
20961629,0.69500
20961641,2.73106
20961642,1.48300
20961643,1.62119
20961644,1.61331
20961645,1.87947
20961646,1.74685
20961647,1.87932
20961648,1.85405
20961649,1.66994
20961650,1.59814
20961651,1.63209
20961652,1.64974
20961653,1.79140
20961654,1.69999
20961655,1.84873
20961656,2.14476
20961657,2.27403
20961658,1.80604
20961659,1.90052
20961660,1.92575
20961661,1.91181
20961662,1.54855
20961663,1.63353
20961664,1.70127
20961665,1.66341
20961666,1.37897
20961667,1.03687
20961668,1.05337
20961669,1.17642
20961670,1.05674
20961671,1.10140
20961672,0.91740
20961673,0.85103
20961674,1.16359
20961675,1.18610
20961676,1.23094
20961677,1.46010
20961678,1.37723
20961679,1.28958
20961680,1.33421
20961681,1.30506
20961682,1.26491
20961683,1.26762
20961684,1.25988
20961685,1.13069
20961686,1.14200
20961687,1.24502
20961688,1.25625
20961689,1.12499
20961690,1.16196
20961691,1.23225
20961692,1.26736
20961693,1.36586
20961694,1.45579
20961695,1.50055
20961696,1.46514
20961697,1.50390
20961698,1.47485
20961699,1.53438
20961700,1.26754
20961701,1.53720
20961702,1.37720
20961703,1.47997
20961704,1.48176
20961705,1.44773
20961706,1.46814
20961707,1.45793
20961708,1.36393
20961709,1.37479
20961710,1.56588
20961711,1.71265
20961712,1.58743
20961713,1.71477
20961714,1.73383
20961715,1.77445
20961716,2.10377
20961717,2.71552
20961718,2.47805
20961719,2.10466
20961720,2.79472
20961721,3.77685
20961722,3.46292
20961723,3.55537
20961724,3.46261
20961725,3.14551
20961726,3.24974
20961727,2.98031
20961728,3.34724
20961729,3.65729
20961730,3.64285
20961731,3.64852
20961732,3.89833
20961733,4.02250
20961734,4.00250
20961749,1.72028
20961750,1.53943
20961751,0.79669
20961752,0.03492
20961753,4.30500
20961765,-0.00500
20961766,0.96161
20961767,1.36187
20961768,1.73353
20961769,1.73222
20961770,1.71438
20961771,1.59734
20961772,1.40979
20961773,1.33478
20961774,2.21079
20961775,1.77750
20961776,1.71450
20961777,2.47455
20961778,1.68829
20961779,2.01790
20961780,1.77098
20961781,1.03926
20961782,2.04285
20961783,1.31428
20961784,0.84113
20961785,1.04166
20961786,1.08355
20961787,1.69081
20961788,1.43872
20961789,1.07049
20961790,1.82756
20961791,1.97935
20961792,1.71131
20961793,1.48285
20961794,1.36596
20961795,1.56307
20961796,1.72662
20961797,1.70996
20961798,1.28637
20961799,1.18467
20961800,1.19880
20961801,1.00109
20961802,1.01036
20961803,0.97638
20961804,1.04385
20961805,1.03755
20961806,1.03012
20961807,1.16158
20961808,1.44885
20961809,1.84479
20961810,1.86624
20961811,1.69311
20961812,1.52678
20961813,1.48715
20961814,1.16129
20961815,0.84110
20961816,0.58673
20961817,0.49662
20961818,0.55486
20961819,0.53126
20961820,0.55386
20961821,0.79211
20961822,0.96585
20961823,1.18933
20961824,1.06694
20961825,1.12947
20961826,1.17545
20961827,1.03848
20961828,1.03948
20961829,1.22231
20961830,1.22936
20961831,1.06098
20961832,1.11367
20961833,1.19656
20961834,1.20245
20961835,1.08254
20961836,0.95866
20961837,0.86758
20961838,0.77855
20961839,0.84427
20961840,0.89728
20961841,1.01779
20961842,1.12402
20961843,0.96447
20961844,0.86387
20961845,0.67282
20961846,0.71062
20961847,0.87043
20961848,0.94451
20961849,0.91025
20961850,1.11419
20961851,1.33265
20961852,1.29615
20961853,1.46709
20961854,1.44413
20961855,1.48019
20961856,1.31714
20961857,1.45954
20961858,1.70053
20961859,1.78871
20961860,1.99598
20961861,2.14398
20961862,2.25644
20961863,2.30785
20961864,2.26547
20961865,2.25754
20961866,2.34568
20961867,2.40711
20961868,2.32124
20961869,2.40186
20961870,2.79719
20961871,2.87402
20961872,2.80169
20961873,2.69543
20961874,2.95389
20961875,3.27144
20961876,3.19292
20961877,3.90896
20961878,3.40857
20961879,3.89367
20961880,4.18500
20961881,3.93167
20961882,3.87944
20961883,3.91833
20961884,3.88500
20961885,3.49323
20961886,3.97839
20961887,3.44058
20961888,3.08163
20961889,3.99062
20961890,3.98250
20961891,4.61611
20961892,5.29625
20961893,4.88675
20961894,5.14036
20961895,4.98955
20961896,4.62500
20961897,4.95200
20961898,3.88291
20961899,2.90333
20961900,3.75499
20961901,2.53510
20961902,5.91625
20961903,5.79227
20961904,5.79955
20961905,5.73115
20961906,5.93786
20961907,6.18714
20961908,6.25875
20961909,6.06500
20961910,3.88247
20961911,3.70311
20961912,3.96247
20961913,3.94924
20961914,6.39750
20961915,6.56000
20961916,3.76560
20961917,2.14500
20961918,4.81083
20961919,5.00528
20961920,3.09052
20961921,5.79500
20961922,6.45250
20961923,5.45250
20961924,5.56885
20961925,8.13167
20961926,5.34549
20961927,6.59500
20961928,6.61773
20961929,7.11313
20961930,7.45667
20961931,7.48000
20961932,5.15500
20961935,4.84893
20961936,7.84375
20961937,7.53233
20961938,7.92696
20961939,8.04750
20961940,2.74000
20961942,7.05375
20961943,7.07125
20961944,6.24719
20961945,3.86000
20961946,6.52000
20961947,7.00066
20961949,6.53500
20961950,9.40000
20961951,9.31377
20961952,8.67116
20961953,8.20047
20961954,7.38642
20961955,5.74417
20961957,10.59750
20961958,9.58000
20961959,6.18430
20961960,7.13457
20961961,9.02250
20961962,9.70000
20961963,9.60625
20961964,9.16500
20961965,7.77944
20961966,7.09000
20961967,6.96000
20961968,7.13000
20961969,7.03000
20961970,6.35000
20961971,7.84500
20961972,6.83250
20961974,7.46750
20961977,5.23500
20966770,-1.72500
20966771,-1.80786
20966787,-1.60578
20966820,-0.51999
20966821,-0.41481
20966822,-0.02301
20966823,0.39607
20966824,0.22006
20966825,-0.08054
20966826,0.12824
20966827,0.24146
20966828,0.03106
20966829,-0.08354
20966830,-0.22488
20966831,-0.14875
20966832,-0.01367
20966833,-0.13614
20967107,0.02000
20967108,0.07000
20967127,-0.47913
20967128,-0.47313
20967129,-0.51340
20967130,-0.92660
20967160,0.56047
20967161,0.48186
20967162,0.54040
20967163,0.62520
20967164,0.89799
20967165,1.05481
20967166,1.08596
20967167,1.08854
20967168,1.03241
20967169,1.24989
20967170,1.39911
20967171,1.27861
20967172,1.26273
20967173,1.19540
20967174,1.15857
20967175,1.13695
20967176,1.13846
20967177,1.18344
20967178,1.30614
20967179,1.12246
20967180,1.15356
20967181,1.18692
20967182,1.31040
20967183,1.28228
20967184,1.30585
20967185,1.14778
20967186,1.22051
20967187,1.21955
20967188,1.46704
20967189,1.53799
20967190,1.46870
20967191,1.17267
20967192,1.19644
20967193,1.06082
20967194,1.19875
20967195,1.49304
20967196,1.50448
20967197,1.29989
20967198,1.41628
20967199,1.45333
20967206,0.31000
20967207,1.64517
20967208,1.68343
20967209,1.68363
20967210,1.77375
20967211,1.56916
20967212,1.57388
20967213,1.82118
20967214,2.00761
20967215,1.98085
20967216,2.03451
20967217,2.12558
20967218,1.81629
20967219,1.56102
20967220,1.63358
20967221,1.60144
20967222,1.56550
20967223,1.46904
20967224,1.64550
20967225,2.15071
20967226,2.15217
20967227,2.10755
20967228,2.06324
20967229,1.90961
20967230,1.85436
20967231,1.85697
20967232,1.89533
20967233,1.87775
20967234,1.90673
20967235,1.52313
20967236,1.40153
20967237,1.06469
20967238,1.16570
20967239,1.14319
20967240,1.26249
20967241,1.03203
20967242,0.83906
20967243,0.95751
20967244,0.92048
20967245,1.25773
20967246,1.45258
20967247,1.45884
20967248,1.29714
20967249,1.26365
20967250,1.33011
20967251,1.32410
20967252,1.24586
20967253,1.23121
20967254,1.17397
20967255,1.07005
20967256,1.07947
20967257,1.20293
20967258,1.13042
20967259,1.10670
20967260,1.25214
20967261,1.21014
20967262,1.35676
20967263,1.44322
20967264,1.52933
20967265,1.54559
20967266,1.60468
20967267,1.63116
20967268,1.64014
20967269,1.49444
20967270,1.44281
20967271,1.43333
20967272,1.45163
20967273,1.49822
20967274,1.41493
20967275,1.59857
20967276,1.59480
20967277,1.43976
20967278,1.51625
20967279,1.62993
20967280,1.70173
20967281,1.72652
20967282,1.79109
20967283,1.87915
20967284,1.72487
20967285,1.91035
20967286,2.37588
20967287,2.26882
20967288,2.36457
20967289,2.38576
20967290,2.59183
20967291,3.28962
20967292,3.67884
20967293,3.16749
20967294,2.99611
20967295,2.91946
20967296,3.31089
20967297,3.33000
20967298,3.72330
20967299,3.66491
20967300,3.58459
20967301,3.24848
20967302,-1.21500
20967318,2.02238
20967319,1.35047
20967320,0.89886
20967321,0.89294
20967322,1.73559
20967323,-0.67599
20967336,1.01102
20967337,1.35605
20967338,1.15377
20967339,1.15672
20967340,1.20517
20967341,1.30402
20967342,1.47449
20967343,1.35166
20967344,1.68784
20967345,1.77801
20967346,2.45618
20967347,1.93605
20967348,1.85147
20967349,1.33636
20967350,0.66622
20967351,1.17786
20967352,1.33608
20967353,0.86936
20967354,0.59786
20967355,0.49360
20967356,0.32806
20967357,0.52284
20967358,1.08527
20967359,1.13326
20967360,1.58281
20967361,1.75911
20967362,1.54785
20967363,1.26581
20967364,1.30005
20967365,1.30115
20967366,1.44978
20967367,1.34065
20967368,1.15507
20967369,1.18952
20967370,1.11910
20967371,1.01220
20967372,1.02729
20967373,1.00113
20967374,1.10676
20967375,1.08568
20967376,0.98370
20967377,1.18963
20967378,1.34821
20967379,1.53541
20967380,1.36301
20967381,1.50439
20967382,1.29344
20967383,1.32376
20967384,0.90019
20967385,0.63537
20967386,0.34041
20967387,0.24012
20967388,0.48654
20967389,0.57523
20967390,0.65531
20967391,0.83628
20967392,0.96290
20967393,1.08904
20967394,1.04494
20967395,1.37383
20967396,0.99691
20967397,1.08306
20967398,0.98776
20967399,1.20226
20967400,0.90138
20967401,0.98586
20967402,1.08180
20967403,1.32020
20967404,1.45327
20967405,0.87233
20967406,0.62081
20967407,0.68503
20967408,0.83526
20967409,0.95722
20967410,0.95743
20967411,0.95800
20967412,1.11293
20967413,0.98323
20967414,0.66865
20967415,0.73986
20967416,0.88023
20967417,0.88891
20967418,0.91998
20967419,1.06698
20967420,1.20446
20967421,1.40707
20967422,1.41853
20967423,1.35768
20967424,1.47679
20967425,1.48954
20967426,1.41229
20967427,1.76344
20967428,1.93000
20967429,2.05762
20967430,2.18768
20967431,2.25683
20967432,2.27502
20967433,2.24041
20967434,2.11360
20967435,2.30841
20967436,2.38869
20967437,2.28661
20967438,2.52113
20967439,2.88752
20967440,3.11324
20967441,2.94487
20967442,2.95578
20967443,3.20584
20967444,3.33263
20967445,3.22471
20967446,2.98262
20967447,3.49521
20967448,3.62480
20967449,4.12167
20967450,3.65843
20967451,3.27330
20967452,4.13879
20967453,4.13096
20967454,4.07089
20967455,4.09177
20967456,4.41518
20967457,3.30401
20967458,3.05578
20967459,3.23592
20967460,5.17083
20967461,4.55142
20967462,5.15600
20967463,5.10667
20967464,5.06219
20967465,4.68023
20967466,4.64770
20967467,5.12500
20967468,5.23500
20967469,4.18194
20967470,3.65729
20967471,3.32000
20967472,3.46000
20967473,2.98500
20967474,5.87500
20967475,5.87333
20967476,6.38833
20967477,6.00500
20967478,5.98000
20967479,6.00400
20967480,6.16750
20967481,4.66962
20967482,4.35756
20967483,6.57500
20967484,6.47250
20967485,3.77565
20967486,3.87233
20967487,4.46513
20967488,4.04507
20967489,2.97448
20967490,4.88637
20967491,6.63000
20967492,6.39000
20967493,5.42500
20967494,4.95472
20967497,5.63500
20967498,5.90601
20967499,4.16366
20967500,7.47750
20967501,5.47015
20967502,4.25500
20967503,3.18000
20967504,4.65500
20967505,6.07765
20967506,7.65714
20967507,7.77007
20967508,7.62250
20967509,5.94500
20967511,7.05500
20967512,7.91000
20967513,7.12000
20967514,5.61167
20967515,6.72833
20967516,7.76250
20967517,6.16000
20967518,5.74906
20967519,7.48219
20967520,9.43000
20967521,9.30000
20967522,8.41357
20967523,9.82500
20967525,8.96242
20967526,6.66500
20967527,5.07753
20967528,6.44500
20967529,8.71750
20967530,8.88750
20967531,9.26333
20967532,9.33875
20967533,2.93000
20967536,7.27500
20967537,7.05750
20967538,4.14333
20967539,3.82333
20967540,3.45500
20967546,4.90500
20972336,-1.61692
20972337,-1.76000
20972386,-0.56500
20972387,-0.64963
20972388,0.33206
20972389,-0.33923
20972390,-0.09603
20972391,0.34189
20972392,0.36316
20972393,0.12400
20972394,-0.29773
20972395,-0.25629
20972396,-0.33248
20972397,-0.36758
20972398,-0.35668
20972399,-0.75500
20972426,-1.80833
20972658,-0.97500
20972659,-1.08500
20972692,-0.04771
20972693,-0.11744
20972694,-1.01000
20972725,0.40458
20972726,0.46810
20972727,0.59786
20972728,0.51697
20972729,0.67762
20972730,0.81674
20972731,0.98301
20972732,0.97659
20972733,1.21293
20972734,1.17540
20972735,1.04668
20972736,1.08889
20972737,1.05292
20972738,1.16387
20972739,1.10102
20972740,1.03358
20972741,1.08824
20972742,1.21884
20972743,1.21185
20972744,1.30672
20972745,1.27872
20972746,1.35790
20972747,1.34782
20972748,1.31031
20972749,1.53699
20972750,1.62059
20972751,1.69591
20972752,1.38134
20972753,1.41926
20972754,1.44865
20972755,1.39056
20972756,1.22998
20972757,1.04904
20972758,1.14639
20972759,1.67255
20972760,1.67382
20972761,1.45299
20972762,1.18144
20972763,1.29545
20972764,0.90843
20972765,1.11702
20972766,1.08983
20972767,0.19670
20972768,1.11917
20972769,1.16174
20972770,1.81363
20972771,1.58680
20972772,1.83427
20972773,1.83835
20972774,1.59053
20972775,1.75443
20972776,1.95600
20972777,2.09993
20972778,2.07858
20972779,2.05077
20972780,1.95590
20972781,2.01354
20972782,1.66091
20972783,1.64895
20972784,1.64095
20972785,1.87195
20972786,1.84193
20972787,1.63720
20972788,1.78618
20972789,1.91246
20972790,2.24218
20972791,2.17029
20972792,2.22966
20972793,1.92925
20972794,1.98237
20972795,2.07030
20972796,2.06427
20972797,2.00552
20972798,1.77362
20972799,1.78142
20972800,1.43583
20972801,1.36829
20972802,1.04859
20972803,1.09966
20972804,1.03195
20972805,1.11064
20972806,1.22646
20972807,1.17228
20972808,0.97578
20972809,1.27784
20972810,1.26743
20972811,1.43235
20972812,1.28040
20972813,1.22802
20972814,1.20560
20972815,1.29395
20972816,1.18548
20972817,1.27698
20972818,1.31999
20972819,1.11129
20972820,1.20112
20972821,1.24988
20972822,1.34719
20972823,1.27089
20972824,1.34250
20972825,1.30565
20972826,1.29055
20972827,1.77214
20972828,1.53239
20972829,1.54049
20972830,1.58451
20972831,1.60049
20972832,1.66457
20972833,1.49642
20972834,1.34136
20972835,1.44423
20972836,1.39849
20972837,1.57261
20972838,1.49703
20972839,1.41414
20972840,1.45254
20972841,1.50984
20972842,1.57482
20972843,1.60345
20972844,1.70380
20972845,1.78406
20972846,1.84035
20972847,1.79703
20972848,1.72556
20972849,1.78277
20972850,1.69332
20972851,1.52318
20972852,1.99529
20972853,1.96676
20972854,2.02656
20972855,2.17380
20972856,2.68402
20972857,3.07404
20972858,2.84737
20972859,2.50072
20972860,3.13673
20972861,4.08305
20972862,4.01564
20972863,3.87848
20972864,3.94205
20972865,3.99681
20972866,3.42193
20972882,4.49500
20972883,1.64664
20972884,-0.12806
20972885,0.79335
20972886,1.19975
20972887,1.52022
20972888,4.97250
20972891,1.53868
20972892,1.56000
20972897,0.39000
20972898,2.99613
20972902,1.79922
20972903,1.47235
20972904,1.38956
20972905,1.16101
