bin,sst
19781419,16.94333
19781420,16.98750
19781421,17.36267
19781422,17.28901
19781423,18.57500
19781424,19.20500
19781425,19.05429
19781426,18.97650
19781429,16.07125
19781430,15.45833
19781433,16.10250
19781435,15.81250
19781439,15.73500
19781440,14.85500
19781442,17.50500
19781443,18.15714
19781444,18.22330
19781445,18.28177
19781446,18.44048
19781447,18.35389
19781448,17.88454
19781449,17.87490
19781450,17.82286
19781451,17.82556
19781452,18.04616
19781453,17.90737
19781454,17.84341
19781455,18.07252
19781456,18.27309
19781457,18.54746
19781458,18.53879
19781459,18.41000
19781460,19.24000
19781461,18.51850
19781462,18.63754
19781463,18.40438
19781464,18.39850
19781465,18.54230
19781466,18.47976
19781467,18.65225
19781468,18.83937
19781469,18.44071
19781470,18.51994
19781471,18.72576
19781472,18.61900
19781473,18.44738
19781474,18.22525
19781475,18.12739
19781476,18.13548
19781477,16.21928
19781478,16.20053
19781479,16.28242
19781480,16.37154
19781481,16.96638
19781482,16.69655
19781483,16.00480
19781484,14.82958
19781485,14.10300
19781486,11.12533
19781487,12.72722
19781488,12.51179
19781489,12.53215
19781490,12.72669
19781491,13.68029
19781492,13.29333
19781493,12.92034
19781494,12.57895
19781495,12.83610
19781496,13.17942
19781497,13.44535
19781498,13.19750
19781499,13.58428
19781500,14.13921
19781501,14.24727
19781502,11.65868
19781503,11.55900
19781504,13.75404
19781505,15.38776
19781506,17.61333
19781507,19.03500
19781508,19.08500
19781509,19.23133
19781510,19.19417
19781511,19.11786
19781512,18.65397
19781513,18.49999
19781514,18.19832
19781515,18.00879
19781516,17.17844
19781517,17.13139
19781518,16.81035
19781519,16.95637
19781520,16.31921
19781521,15.80360
19781522,16.79475
19781523,16.55995
19781524,16.79082
19781525,16.80973
19781526,16.54031
19781527,12.61000
19781528,15.04300
19781529,15.36500
19781530,15.84117
19781531,16.49033
19781532,15.89825
19781533,15.69000
19781534,15.70750
19781535,15.59476
19781536,15.30304
19781537,15.09692
19781538,11.23700
19781539,11.34385
19781540,10.62958
19781541,11.28500
19781542,10.73625
19781543,10.99789
19781544,11.06750
19781545,10.94105
19781546,10.99500
19781547,11.15500
19781548,10.56959
19781549,11.27512
19781550,13.00405
19781551,12.71500
19781552,12.25666
19781553,10.39300
19781554,10.59000
19781555,13.97866
19781556,14.22935
19781557,14.50556
19781558,15.24917
19781559,15.42000
19781561,20.10500
19781562,18.37375
19781563,18.02242
19781564,18.25224
19781565,18.10611
19781566,17.50542
19781567,20.80571
19781568,18.49000
19781569,18.76937
19781570,18.87500
19781571,18.37563
19781572,17.91892
19781573,17.92000
19781574,20.82775
19781575,17.44524
19781576,17.03629
19781577,17.26939
19781578,17.72000
19781579,16.93602
19781580,17.03729
19781581,17.62759
19781582,18.15079
19781583,17.59448
19781584,17.32490
19781585,17.14826
19781586,17.26734
19781587,17.42042
19781588,18.40031
19781589,18.24500
19781590,18.35071
19781591,18.48188
19781592,18.35889
19781593,18.05862
19781594,18.08027
19781595,18.05265
19781596,18.03000
19781597,17.80866
19781598,15.86032
19781599,17.54000
19781600,18.12563
19781601,18.14012
19781602,18.01417
19781603,18.23846
19781604,18.48250
19781605,18.64700
19781606,18.62227
19781607,18.49591
19781608,17.87990
19781609,17.25940
19781610,16.80825
19781611,17.06250
19781612,17.55270
19781613,17.73701
19781614,18.05964
19781615,18.11914
19781616,17.98367
19781617,17.86938
19781618,17.58571
19781619,17.44906
19781620,17.35834
19781621,17.17506
19781622,17.12902
19781623,17.18619
19781624,17.37756
19781625,17.10336
19781626,17.31413
19781627,17.09099
19781628,17.21020
19781629,16.95513
19781630,17.06051
19781631,17.31140
19781632,17.19372
19781633,17.99875
19781634,17.22417
19781635,17.47872
19781636,17.55404
19781637,17.36309
19781638,17.17151
19781639,17.25707
19781640,17.46046
19781641,17.93369
19781642,18.27461
19781643,17.50250
19781644,17.55650
19781645,17.92879
19781646,18.18207
19781647,18.17776
19781648,18.15655
19781649,17.90776
19781650,17.86966
19787285,4.48459
19787286,3.97508
19787287,4.21916
19787288,4.34693
19787289,4.61327
19787290,4.90457
19787291,5.16157
19787292,5.25899
19787293,4.92458
19787294,5.25608
19787295,3.53207
19787296,2.78500
19787358,2.29486
19787359,2.58802
19787360,1.89460
19787361,1.75552
19787362,1.80295
19787363,1.71877
19787364,1.57460
19787365,1.67464
19787366,1.70441
19787367,1.68048
19787368,1.76828
19787369,1.82722
19787370,1.84057
19787371,2.02448
19787372,2.51198
19787373,2.46740
19787374,2.53416
19787375,2.60868
19787376,2.75234
19787377,2.78582
19787378,2.92568
19787379,3.99503
19787380,4.29483
19787381,4.01883
19787382,4.14681
19787383,4.01095
19787384,4.18978
19787385,4.04120
19787386,4.09419
19787387,4.35557
19787388,4.57428
19787389,4.84770
19787390,4.39458
19787391,4.06334
19787392,4.09890
19787393,3.88637
19787394,3.56750
19787395,3.36515
19787396,1.80500
19787586,5.79453
19787587,5.10000
19787592,5.30061
19787593,7.76297
19787594,6.76500
19787599,8.23500
19787600,8.00000
19787601,7.58239
19787602,7.96014
19787603,8.23432
19787604,8.74638
19787605,8.87259
19787606,9.06660
19787607,9.42534
19787608,9.47641
19787609,9.54405
19787610,9.55440
19787611,9.53149
19787612,9.51709
19787613,9.29494
19787614,9.17600
19787615,9.39258
19787616,9.46139
19787617,9.50486
19787618,9.50759
19787619,9.52322
19787620,9.49128
19787621,9.59962
19787622,9.59553
19787623,9.54879
19787624,9.61646
19787625,9.51182
19787626,9.64022
19787627,9.75657
19787628,9.90648
19787629,10.00034
19787630,10.05696
19787631,9.87044
19787632,9.79173
19787633,9.70562
19787634,9.81367
19787635,9.70348
19787636,9.69710
19787637,9.68870
19787638,9.37833
19787639,9.19986
19787640,9.38557
19787641,9.44911
19787642,9.54991
19787643,9.38106
19787644,9.62737
19787645,9.76178
19787646,9.74640
19787647,9.70068
19787648,9.71529
19787649,9.95044
19787650,10.27916
19787651,9.87553
19787652,10.25122
19787653,10.07337
19787654,9.92313
19787655,10.06283
19787656,10.30933
19787657,10.18982
19787658,10.19448
19787659,10.07823
19787660,10.18666
19787661,10.41975
19787662,10.17476
19787663,10.43542
19787664,9.46726
19787665,9.26019
19787666,9.44436
19787667,9.57389
19787668,9.94411
19787669,9.59294
19787670,9.32315
19787671,9.32689
19787672,9.58392
19787673,9.68071
19787674,9.66482
19787675,9.41447
19787676,9.38442
19787677,9.93885
19787678,9.62200
19787679,12.08205
19787680,13.22154
19787681,12.73817
19787682,17.12500
19787683,15.70801
19787684,16.27900
19787685,16.12182
19787686,15.95600
19787687,15.97042
19787688,15.94846
19787689,15.89917
19787690,15.77333
19787696,16.09000
19787704,16.11500
19787705,16.03667
19787706,16.03100
19787707,15.74083
19787708,15.58792
19787709,15.37091
19787710,15.10750
19787711,14.96550
19787712,16.04833
19787713,15.86250
19787714,15.48000
19787715,17.50500
19787716,16.49666
19787717,16.59400
19787718,16.74080
19787719,17.61973
19787720,17.64865
19787721,17.14125
19787722,17.18931
19787723,17.21410
19787724,16.86137
19787725,16.87061
19787726,17.00702
19787727,17.34750
19787728,17.48000
19787729,15.41004
19787730,16.84417
19787731,16.55000
19787732,12.17000
19787735,11.57000
19787740,15.25500
19787741,14.76000
19787742,15.81500
19787743,15.39500
19787744,13.99800
19787745,13.63923
19787746,13.52864
19787747,13.87000
19787748,14.84000
19787749,15.36000
19787750,15.32750
19787751,14.99500
19787752,12.31333
19787753,11.78326
19787754,15.57833
19787755,16.49625
19787756,16.46421
19787757,16.41684
19787758,14.27927
19787759,13.77779
19787760,14.68881
19787761,16.19286
19787762,12.04500
19787763,12.17300
19787764,14.43125
19787765,14.57000
19787766,15.41635
19787767,16.14201
19787768,16.97417
19787769,16.57454
19787770,16.51500
19787771,16.58700
19787772,16.52889
19787773,16.69861
19787774,16.49384
19787775,16.48188
19787776,16.49747
19787777,16.55385
19787778,17.18133
19787779,17.20218
19787780,17.22000
19787781,16.96000
19787782,17.21000
19787783,15.99000
19787784,16.04866
19787785,16.13400
19787786,16.05711
19787787,16.06667
19787788,16.07500
19787789,16.56810
19787790,16.57894
19787791,16.72937
19787792,16.75176
19787793,16.60783
19787794,16.18111
19787795,15.73954
19787796,15.71125
19787797,15.79143
19787798,15.59000
19787799,17.60500
19787800,13.95750
19787801,18.14750
19787802,10.82800
19787803,11.21000
19787804,11.83786
19787805,13.65417
19787806,14.01681
19787807,13.26278
19787808,13.47697
19787810,16.26000
19787811,16.25000
19787812,15.73750
19787813,17.34562
19787814,17.51228
19787815,17.82705
19787816,17.95442
19787817,17.10071
19787818,17.17333
19787819,17.47100
19787820,18.16000
19787821,18.64092
19787822,18.38790
19787823,18.23366
19787824,18.22306
19787825,18.16565
19787826,18.16906
19787827,17.84875
19787828,17.77042
19787829,17.45167
19787830,19.08167
19787831,18.54915
19787832,19.02000
19787833,18.98562
19787834,18.51628
19787835,18.19927
19787836,18.16455
19787838,18.94250
19787839,19.09750
19787840,17.31500
19787841,18.31750
19787842,18.15500
19787843,18.57500
19787848,18.57333
19787851,15.29500
19787852,15.98346
19787853,16.28941
19787854,16.36750
19787855,17.32214
19787856,17.47542
19787857,16.88516
19787858,16.96571
19787859,16.87500
19787860,16.96833
19787861,16.98167
19787862,17.20529
19787863,17.12562
19787864,15.88586
19787865,14.38500
19787866,14.40333
19787867,15.83750
19787868,16.71750
19787869,16.94500
19787870,16.74000
19787871,16.92738
19787872,16.88000
19787873,18.34500
19787874,11.82000
19787876,18.87750
19787880,14.95000
19787882,16.86000
19787883,16.85250
19787886,15.73500
19787893,17.39437
19787894,17.58946
19787895,18.07127
19787896,18.21279
19787897,18.31550
19787898,17.99035
19787899,17.98242
19787900,17.94410
19787901,17.93154
19787902,17.83685
19787903,17.84793
19787904,17.87654
19787905,17.83308
19787906,18.01600
19787907,18.20103
19787908,18.15452
19787909,17.99250
19787911,18.17364
19787912,18.23917
19787913,18.22200
19787914,18.35214
19787915,18.38857
19787916,18.34162
19787917,18.52750
19787918,18.66645
19787919,18.51605
19787920,18.41848
19787921,18.59773
19787922,18.44786
19787923,18.47809
19787924,18.36857
19787925,18.25391
19787926,18.07232
19787927,18.19136
19787928,16.48465
19787929,15.87550
19787930,16.84080
19787931,17.95727
19787932,16.94849
19787933,15.80238
19787934,15.70615
19787935,14.76112
19787936,14.15000
19787937,13.87500
19787938,12.83114
19787939,12.79347
19787940,12.95086
19787941,12.97339
19787942,14.13172
19787943,12.97319
19787944,12.51165
19787945,12.29595
19787946,12.76747
19787947,13.17200
19787948,13.43400
19787949,13.28352
19787950,13.74140
19787951,13.88361
19787952,13.76833
19787953,13.88000
19787954,14.99274
19787956,17.31833
19787957,17.09100
19787958,18.78500
19787959,14.79749
19787960,15.67097
19787961,17.54333
19787962,16.63409
19787963,16.71737
19787964,16.99970
19787965,17.41836
19787966,17.47483
19787967,17.20997
19787968,17.07815
19787969,16.02085
19787970,15.65855
19787971,15.40439
19787972,15.86073
19787973,17.15676
19787974,16.86699
19787975,16.64219
19787976,16.63305
19787977,17.66500
19787978,15.42500
19787979,15.53667
19787980,15.89841
19787981,15.96710
19787982,16.14211
19787983,15.77600
19787984,15.59399
19787985,15.68524
19787986,15.58932
19787987,15.43252
19787988,15.24476
19787989,13.24250
19787990,11.27053
19787991,11.11500
19787992,11.48944
19787993,11.46333
19787994,10.91500
19787995,10.95750
19787996,10.78250
19787997,10.74500
19787998,14.44732
19787999,11.52114
19788000,11.72979
19788001,12.93808
19788002,11.74052
19788003,10.53094
19788004,10.67731
19788005,10.82500
19788006,14.96211
19788007,15.02826
19788008,15.16219
19788009,15.23461
19788010,14.10000
19788011,12.64000
19788012,18.35333
19788013,18.41250
19788014,18.33500
19788015,18.38437
19788016,17.96442
19788017,20.79781
19788018,20.76247
19788019,20.83674
19788020,20.96875
19788021,21.02574
19788022,21.07037
19788023,17.44125
19788024,19.38000
19788025,17.21625
19788026,17.66333
19788027,17.41472
19788028,17.12911
19788029,17.85059
19788030,17.34929
19788031,17.62844
19788032,18.09133
19788033,18.19387
19788034,18.19531
19788035,17.16884
19788036,17.53174
19788037,17.75224
19788038,18.39893
19788039,18.26062
19788040,18.41148
19788041,18.50555
19788042,18.49071
19788043,18.44571
19788044,18.07955
19788045,17.96974
19788046,17.95961
19788047,17.96250
19788048,17.11000
19788049,17.30250
19788050,17.75875
19788051,17.95144
19788052,18.18452
19788053,18.24075
19788054,18.08040
19788055,18.24143
19788056,18.54447
19788057,18.45306
19788058,18.42395
19788059,17.90833
19788060,16.96342
19788061,16.74881
19788062,17.04500
19788063,17.51791
19788064,18.11304
19788065,18.07136
19788066,18.05750
19788067,17.89871
19788068,17.68414
19788069,17.76282
19788070,17.42118
19788071,17.23911
19788072,17.25924
19788073,17.60705
19788074,17.51480
19788075,17.12332
19788076,17.11726
19788077,17.13124
19788078,17.29189
19788079,16.99418
19788080,16.75532
19788081,17.49255
19788082,16.92750
19788083,17.49912
19788084,17.45019
19788085,17.25684
19788086,17.24697
19788087,17.30182
19788088,17.23847
19788089,16.74008
19788090,16.54654
19788091,17.37686
19788092,18.54342
19788093,16.62333
19788094,17.51135
19788095,17.59556
19788096,17.76385
19788097,17.80743
19788098,17.74027
19788099,17.66827
19788100,17.70240
19793731,1.52500
19793732,4.26902
19793733,4.07704
19793734,4.38260
19793735,4.36310
19793736,4.61705
19793737,5.09660
19793738,5.40271
19793739,5.44712
19793740,5.65943
19793741,5.82855
19793742,5.31902
19793743,3.61786
19793744,4.63057
19793745,2.81250
19793805,2.03321
19793806,2.19698
19793807,1.72344
19793808,1.78707
19793809,1.67191
19793810,1.42150
19793811,2.37366
19793812,2.27184
19793813,2.26801
19793814,1.91278
19793815,1.83800
19793816,2.28074
19793817,2.29449
19793818,2.46816
19793819,3.52000
19793820,2.63574
19793821,2.24126
19793822,2.29245
19793823,2.43405
19793824,2.81493
19793825,3.06191
19793826,3.50643
19793827,3.96939
19793828,3.97099
19793829,4.08370
19793830,4.33856
19793831,4.50444
19793832,4.43955
19793833,4.35479
19793834,4.35077
19793835,4.03417
19793836,3.79883
19793837,4.44549
19793838,3.95452
19793839,4.07706
19793840,4.05283
19793841,3.77715
19793842,3.59857
19793843,3.52933
19793844,3.93194
19793845,3.63500
19794037,6.39912
19794038,6.69374
19794039,6.88192
19794040,7.34055
19794041,7.01419
19794042,6.92005
19794043,6.99682
19794044,6.80200
19794047,7.87944
19794048,8.49500
19794049,8.44554
19794050,8.74911
19794051,9.00118
19794052,8.93562
19794053,9.20747
19794054,9.32573
19794055,9.30685
19794056,9.47910
19794057,9.53630
19794058,9.56098
19794059,9.42824
19794060,9.39942
19794061,9.19450
19794062,9.25428
19794063,9.36806
19794064,9.28037
19794065,9.32907
19794066,9.38212
19794067,9.35631
19794068,9.63641
19794069,9.60509
19794070,9.49094
19794071,9.52294
19794072,9.61246
19794073,9.52415
19794074,9.68248
19794075,9.69590
19794076,9.55395
19794077,9.82665
19794078,9.74267
19794079,9.65507
19794080,9.59704
19794081,9.63235
19794082,9.60842
19794083,9.63974
19794084,9.73831
19794085,9.66484
19794086,9.45694
19794087,9.42784
19794088,9.46748
19794089,9.39908
19794090,9.35898
19794091,9.46905
19794092,9.56555
19794093,9.54538
19794094,9.67447
19794095,9.70439
19794096,9.76007
19794097,9.78166
19794098,9.62463
19794099,9.64392
19794100,9.85023
19794101,9.88967
19794102,10.44797
19794103,9.79558
19794104,9.82914
19794105,9.79240
19794106,10.68350
19794107,10.15894
19794108,9.99665
19794109,10.25875
19794110,9.71327
19794111,9.63684
19794112,9.23095
19794113,9.47768
19794114,9.96421
19794115,9.52966
19794116,9.28849
19794117,9.24239
19794118,9.24343
19794119,9.28947
19794120,9.47812
19794121,9.42634
19794122,9.39031
19794123,9.75389
19794124,10.55705
19794125,12.08591
19794127,14.37750
19794128,15.83833
19794129,15.87071
19794130,16.14625
19794131,16.07375
19794132,15.99444
19794133,15.84429
19794134,15.80000
19794135,15.75333
19794136,9.45000
19794142,16.08000
19794143,14.45000
19794148,16.52000
19794149,15.34000
19794150,17.07000
19794151,16.44750
19794152,15.59200
19794153,15.88500
19794154,15.69731
19794155,15.14412
19794156,15.58639
19794157,15.38588
19794158,15.06318
19794159,16.02500
19794160,15.99050
19794161,15.87500
19794162,14.42600
19794163,16.68411
19794164,17.57071
19794165,17.09948
19794166,17.46841
19794167,17.28387
19794168,17.16703
19794169,17.16608
19794170,17.25809
19794171,16.90371
19794172,16.75430
19794173,16.99941
19794174,17.30955
19794175,17.12889
19794176,16.98332
19794177,12.06000
19794178,14.12000
19794179,11.61833
19794180,11.44333
19794181,11.33500
19794182,11.58833
19794183,11.14500
19794184,10.62750
19794186,15.05250
19794187,14.87071
19794188,14.91455
19794189,15.22000
19794190,15.03318
19794191,14.92500
19794192,13.57750
19794193,13.48500
19794194,13.57667
19794195,13.68583
19794196,13.84038
19794197,13.94250
19794198,14.61000
19794199,15.23100
19794200,15.13000
19794201,15.66000
19794202,15.32292
19794203,15.64799
19794204,16.22714
19794205,16.31562
19794206,13.39532
19794207,13.55922
19794208,16.19833
19794209,12.08833
19794210,13.76588
19794211,14.62059
19794212,15.21676
19794213,15.26136
19794214,15.98000
19794215,15.75985
19794216,16.30116
19794217,16.36750
19794218,16.03014
19794219,16.51892
19794220,16.82448
19794221,16.78782
19794222,16.39520
19794223,16.31984
19794224,16.89651
19794225,17.10222
19794226,16.42625
19794229,15.81000
19794230,16.11000
19794231,16.13778
19794232,15.93667
19794233,16.18500
19794234,15.97000
19794235,16.35423
19794236,16.57534
19794237,16.59018
19794238,16.82924
19794239,16.69858
19794240,16.65906
19794241,16.62125
19794243,17.36786
19794244,16.25839
19794245,17.03246
19794246,17.59000
19794247,18.08500
19794248,14.98000
19794249,11.74000
19794250,13.97961
19794251,12.27000
19794252,14.70563
19794253,14.74159
19794254,17.34500
19794255,16.51000
19794256,15.92667
19794257,16.16875
19794258,16.12893
19794259,17.09250
19794260,17.23861
19794261,17.15085
19794262,17.70148
19794263,17.79598
19794264,17.63000
19794265,17.55000
19794266,17.41500
19794267,18.79000
19794268,18.83667
19794269,18.36567
19794270,18.29496
19794271,18.38745
19794272,18.31895
19794273,18.33990
19794274,17.73916
19794275,17.44583
19794276,19.05667
19794277,19.03250
19794278,18.97750
19794279,18.63927
19794280,18.46464
19794281,18.18018
19794282,18.23224
19794283,18.19696
19794284,17.99500
19794285,19.04250
19794286,18.96500
19794288,18.71000
19794289,18.64250
19794290,18.67750
19794294,18.55667
19794297,15.02250
19794298,14.73750
19794299,16.65127
19794300,16.41000
19794301,16.22000
19794302,17.36917
19794303,17.42250
19794304,17.18079
19794305,17.30250
19794306,17.09022
19794307,16.83250
19794308,16.89833
19794309,17.48250
19794310,17.12333
19794312,13.98000
19794313,15.54125
19794314,15.86500
19794315,15.75500
19794316,16.75500
19794317,17.01000
19794329,16.71250
19794330,16.52444
19794332,16.91000
19794339,16.90750
19794340,17.95669
19794341,17.76666
19794342,18.19203
19794343,18.04130
19794344,18.36049
19794345,18.03375
19794346,17.93701
19794347,17.86780
19794348,17.83854
19794349,17.93773
19794350,17.80362
19794351,17.85360
19794352,17.80863
19794353,17.87070
19794354,17.88284
19794355,17.87372
19794356,18.02500
19794357,17.80500
19794358,18.07200
19794359,18.48071
19794360,18.33167
19794361,18.35071
19794362,18.37022
19794363,18.40093
19794364,18.47739
19794365,18.57130
19794366,18.42419
19794367,18.44072
19794368,18.54800
19794369,18.62210
19794370,18.39980
19794371,17.07220
19794372,18.23263
19794373,18.29239
19794374,18.14150
19794375,15.72947
19794376,16.73183
19794377,17.98526
19794378,17.78575
19794379,16.15533
19794380,14.64374
19794381,15.31599
19794382,13.88583
19794383,13.53250
19794384,12.54021
19794385,13.70531
19794386,13.64912
19794387,13.62118
19794388,13.63618
19794389,13.74716
19794390,12.42871
19794391,12.62851
19794392,13.30142
19794393,13.13893
19794394,12.82123
19794395,12.97458
19794396,13.36743
19794397,12.83256
19794398,12.91680
19794399,13.27658
19794400,13.45500
19794402,14.16500
19794403,14.29500
19794404,13.47364
19794405,16.10100
19794406,15.34767
19794407,16.32100
19794408,16.41700
19794409,16.28000
19794410,16.39278
19794411,16.48321
19794412,15.94494
19794413,15.84352
19794414,15.03975
19794415,14.75352
19794416,14.94771
19794417,15.40520
19794418,15.90836
19794419,16.61522
19794420,17.02194
19794421,16.84859
19794422,17.07000
19794423,17.24516
19794424,16.46635
19794425,16.13472
19794426,16.50761
19794427,16.01333
19794428,15.87850
19794429,15.84550
19794430,15.74119
19794431,15.64068
19794432,15.67375
19794433,15.43954
19794434,15.36330
19794435,15.20975
19794436,13.77500
19794437,11.21825
19794438,11.16250
19794439,11.80500
19794440,12.77059
19794441,12.78875
19794442,12.11470
19794443,11.23116
19794444,12.66714
19794445,11.07873
19794446,11.41355
19794447,10.84197
19794448,10.05467
19794449,10.45792
19794450,10.77667
19794451,14.28167
19794452,13.99777
19794453,15.00700
19794454,14.09000
19794455,14.75889
19794456,14.00500
19794457,15.23667
19794458,15.23000
19794459,18.09000
19794460,20.22833
19794461,20.25521
19794462,20.40162
19794463,20.61695
19794464,20.69062
19794465,20.72204
19794466,20.84518
19794467,20.97301
19794468,21.10628
19794469,17.90750
19794470,19.32500
19794471,20.89840
19794472,17.63350
19794473,17.77278
19794474,20.38418
19794475,17.51025
19794476,17.41061
19794477,17.73507
19794478,17.86218
19794479,18.12209
19794480,18.22353
19794481,17.98255
19794482,18.47955
19794483,18.00885
19794484,18.39027
19794485,18.57026
19794486,18.40832
19794487,18.48500
19794488,18.43050
19794489,18.43300
19794490,18.38350
19794491,18.14718
19794492,17.99827
19794493,17.86714
19794494,18.01786
19794495,15.99000
19794497,18.11125
19794498,18.11269
19794499,18.16072
19794500,18.45500
19794501,17.85500
19794502,18.40937
19794503,18.40886
19794504,18.41278
19794505,18.42000
19794506,17.81941
19794507,17.15765
19794508,16.79975
19794509,16.94555
19794510,17.81578
19794511,17.76161
19794512,17.86426
19794513,13.10650
19794514,17.65597
19794515,17.63005
19794516,17.57310
19794517,17.54812
19794518,17.20804
19794519,17.27962
19794520,17.37441
19794521,17.16885
19794522,17.14801
19794523,17.10647
19794524,17.06752
19794525,17.02930
19794526,16.81533
19794527,16.73178
19794528,16.72990
19794529,16.32900
19794530,16.55499
19794531,18.02605
19794532,17.28453
19794533,17.33421
19794534,17.80950
19794535,16.74658
19794536,16.52187
19794537,17.05202
19794538,17.34260
19794539,17.62295
19794540,16.88581
19794541,17.21277
19794542,17.52776
19794543,17.73488
19794544,17.68948
19794545,17.58126
19794546,17.61815
19794547,17.57337
19800174,1.48500
19800175,3.74333
19800176,4.09565
19800177,4.56538
19800178,4.68243
19800179,4.93091
19800180,5.44371
19800181,5.47232
19800182,5.49628
19800183,5.90937
19800184,5.53025
19800185,5.47904
19800186,5.65558
19800187,5.69649
19800188,2.96056
19800189,3.35140
19800248,1.91310
19800249,1.80471
19800250,1.71403
19800251,1.64003
19800252,1.44870
19800253,1.22265
19800254,1.91391
19800255,2.09538
19800256,2.15194
19800257,1.83582
19800258,1.81498
19800259,2.55710
19800260,1.97760
19800261,2.55845
19800262,3.37642
19800263,2.80540
19800264,2.45442
19800265,2.39003
19800266,2.59202
19800267,2.58882
19800268,3.13212
19800269,3.47754
19800270,3.58451
19800271,3.78534
19800272,4.25439
19800273,4.32449
19800274,4.19168
19800275,4.59563
19800276,4.52004
19800277,4.19100
19800278,4.03132
19800279,3.81472
19800280,3.82375
19800281,4.29858
19800282,4.08491
19800283,4.69500
19800284,3.72875
19800285,4.27908
19800286,3.46994
19800287,3.43037
19800288,3.96060
19800289,4.21333
19800290,3.56103
19800479,7.07354
19800480,6.87618
19800481,7.30237
19800482,7.41451
19800483,7.32192
19800484,7.70561
19800485,7.47588
19800486,7.25159
19800487,7.04871
19800488,6.23793
19800489,7.88500
19800490,8.25902
19800491,8.34277
19800492,8.58416
19800493,8.86415
19800494,9.00234
19800495,9.17848
19800496,9.11910
19800497,9.41505
19800498,9.51829
19800499,9.53022
19800500,9.57842
19800501,9.49853
19800502,9.47445
19800503,9.36363
19800504,9.25162
19800505,9.16005
19800506,9.21527
19800507,9.28043
19800508,9.30157
19800509,9.31370
19800510,9.50365
19800511,9.48775
19800512,9.41929
19800513,9.48986
19800514,9.52554
19800515,9.61823
19800516,9.61057
19800517,9.62474
19800518,9.62286
19800519,9.44202
19800520,9.77389
19800521,9.76520
19800522,9.72943
19800523,9.58483
19800524,9.58632
19800525,9.44215
19800526,9.55186
19800527,9.64740
19800528,9.67834
19800529,9.36259
19800530,9.35115
19800531,9.69981
19800532,9.50808
19800533,9.75402
19800534,9.68476
19800535,9.72174
19800536,9.75450
19800537,9.75430
19800538,9.71845
19800539,9.52864
19800540,9.47048
19800541,9.26069
19800542,9.59882
19800543,9.64438
19800544,9.83679
19800545,9.59386
19800546,9.34491
19800547,9.19972
19800548,9.70673
19800549,9.83055
19800550,10.03343
19800551,10.22146
19800552,9.89866
19800553,9.85659
19800554,9.37880
19800555,9.43237
19800556,9.52169
19800557,9.75350
19800558,9.36273
19800559,9.41499
19800560,9.28825
19800561,9.10623
19800562,9.18286
19800563,9.27842
19800564,9.49026
19800565,9.71344
19800566,10.11708
19800567,10.16859
19800568,12.05000
19800569,11.88703
19800570,12.16333
19800571,15.60500
19800572,15.65454
19800573,15.83136
19800574,15.65050
19800575,15.66364
19800576,15.77786
19800577,15.55000
19800578,9.12000
19800583,16.33250
19800590,14.27333
19800591,13.69542
19800592,17.67000
19800593,18.00833
19800594,17.51750
19800595,15.24000
19800596,16.28000
19800597,14.96250
19800598,15.20385
19800599,15.84800
19800600,15.42050
19800601,15.11029
19800602,15.82250
19800603,15.86050
19800604,15.48500
19800605,14.73476
19800606,17.31667
19800607,16.42259
19800608,16.77598
19800609,17.69373
19800610,17.46325
19800611,17.32408
19800612,16.78040
19800613,17.31836
19800614,16.82191
19800615,16.72835
19800616,17.14554
19800617,17.19062
19800618,17.02778
19800619,16.73421
19800620,16.66451
19800621,14.14290
19800622,11.66250
19800623,11.63500
19800624,11.45000
19800625,11.44833
19800628,10.03000
19800629,14.81812
19800630,14.95000
19800631,12.68523
19800632,12.97123
19800633,13.48917
19800634,14.89250
19800635,13.43500
19800636,13.42333
19800637,13.36667
19800638,13.19286
19800639,13.31000
19800640,13.52000
19800641,15.61625
19800642,15.31552
19800643,15.38346
19800644,13.62407
19800645,15.60117
19800646,16.06393
19800647,11.36200
19800648,15.77500
19800649,13.65375
19800650,11.36375
19800651,11.90625
19800652,12.41500
19800653,14.57500
19800654,14.93062
19800655,15.39909
19800656,15.39454
19800657,15.34235
19800658,15.71518
19800659,15.67292
19800660,15.61000
19800661,15.41500
19800662,16.43808
19800663,16.49072
19800664,16.36060
19800665,16.04969
19800666,16.11495
19800667,15.74100
19800668,15.63500
19800669,15.51000
19800671,15.59500
19800672,16.37500
19800673,15.74967
19800674,15.93051
19800675,15.70656
19800676,15.53604
19800677,16.23830
19800678,16.44880
19800679,16.61251
19800680,16.55071
19800682,16.65143
19800683,16.24533
19800684,16.79500
19800685,15.94000
19800686,16.22750
19800687,16.59383
19800688,16.80428
19800689,13.88133
19800690,14.83875
19800691,12.63220
19800692,11.73500
19800693,14.52500
19800694,13.66675
19800695,13.56178
19800696,14.46389
19800697,15.92393
19800698,16.01136
19800699,15.95333
19800700,15.38121
19800701,16.03125
19800702,16.91619
19800703,16.45965
19800704,16.83232
19800705,17.65081
19800706,17.60429
19800707,17.87333
19800708,18.22600
19800709,18.31000
19800711,18.07361
19800712,18.20331
19800713,18.06976
19800714,18.19518
19800715,18.37595
19800716,17.65042
19800717,17.64500
19800718,18.99500
19800719,18.55661
19800720,18.40130
19800721,18.44533
19800722,18.35484
19800723,18.53408
19800724,19.01050
19800725,18.43702
